thumbnail,registeredAt,id,count,title
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794812/42794812.7883101.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794812/42794812.7883101.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794812/42794812.7883101"")",2023-09-22T20:05:00+09:00,sm42794812,"Dict{String, Any}(""view"" => 123, ""like"" => 24, ""comment"" => 17, ""mylist"" => 0)",【アーマードコア6】ずんだもん何を求めるん？　その28【ずんだもん実況プレイ】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42763704/42763704.10474592.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42763704/42763704.10474592.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42763704/42763704.10474592"")",2023-09-15T18:00:00+09:00,sm42763704,"Dict{String, Any}(""view"" => 20166, ""like"" => 643, ""comment"" => 1274, ""mylist"" => 22)",【アーマード・コアⅥ】『シンダー・カーラ＆チャティ戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その20
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42670330/42670330.25812626.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42670330/42670330.25812626.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42670330/42670330.25812626"")",2023-08-25T18:00:00+09:00,sm42670330,"Dict{String, Any}(""view"" => 41117, ""like"" => 1441, ""comment"" => 1091, ""mylist"" => 153)",【アーマード・コアⅥ】ほぼ近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その1
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42774850/42774850.46885669.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42774850/42774850.46885669.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42774850/42774850.46885669"")",2023-09-17T21:48:02+09:00,sm42774850,"Dict{String, Any}(""view"" => 1235, ""like"" => 72, ""comment"" => 11, ""mylist"" => 26)","【MAD/GMV】ARMORED CORE Ⅵ""Day After Day""/『ルビコンだョ！全員集合』"
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790371/42790371.98602365.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790371/42790371.98602365.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790371/42790371.98602365"")",2023-09-21T18:50:02+09:00,sm42790371,"Dict{String, Any}(""view"" => 421, ""like"" => 45, ""comment"" => 130, ""mylist"" => 4)","【アーマードコアⅥ】姫様""仕事""の時間です １７話【ゆっくり実況プレイ】"
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42747717/42747717.72793688.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42747717/42747717.72793688.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42747717/42747717.72793688"")",2023-09-11T18:00:00+09:00,sm42747717,"Dict{String, Any}(""view"" => 31452, ""like"" => 1461, ""comment"" => 1375, ""mylist"" => 35)",【アーマード・コアⅥ】『ラスボスA戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その18
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42684507/42684507.32634349.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42684507/42684507.32634349.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42684507/42684507.32634349"")",2023-08-28T19:30:00+09:00,sm42684507,"Dict{String, Any}(""view"" => 13260, ""like"" => 713, ""comment"" => 202, ""mylist"" => 25)",【AC6】寝不足の強化人間ゆかりvs中々煽ってくるメスガキバルテウス
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42716652/42716652.93652626.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42716652/42716652.93652626.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42716652/42716652.93652626"")",2023-09-07T18:00:00+09:00,sm42716652,"Dict{String, Any}(""view"" => 29816, ""like"" => 3490, ""comment"" => 1238, ""mylist"" => 51)",【アーマードコア6】ゆかりは闘争を求める #7【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42759542/42759542.48026675.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42759542/42759542.48026675.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42759542/42759542.48026675"")",2023-09-14T18:00:00+09:00,sm42759542,"Dict{String, Any}(""view"" => 18629, ""like"" => 687, ""comment"" => 1080, ""mylist"" => 18)",【アーマード・コアⅥ】『？？？？？戦再び』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その19
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42795143/42795143.2466284.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42795143/42795143.2466284.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42795143/42795143.2466284"")",2023-09-22T21:04:02+09:00,sm42795143,"Dict{String, Any}(""view"" => 194, ""like"" => 15, ""comment"" => 41, ""mylist"" => 2)",【VOICEROID】アーマードコア6 NG Any％ RTA 2:27:54　Part2/7　(PS版)【RTA】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743048/42743048.26327818.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743048/42743048.26327818.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743048/42743048.26327818"")",2023-09-10T17:05:00+09:00,sm42743048,"Dict{String, Any}(""view"" => 47632, ""like"" => 854, ""comment"" => 2097, ""mylist"" => 25)",勝手に「レイヴン」名乗って仕事してたら、本物の「レイヴン」が凸って来てワロタｗ #10【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749675/42749675.32796389.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749675/42749675.32796389.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749675/42749675.32796389"")",2023-09-12T20:00:00+09:00,sm42749675,"Dict{String, Any}(""view"" => 36607, ""like"" => 1788, ""comment"" => 853, ""mylist"" => 41)",【アーマードコア６】ナニカサレタずんちゃん＃１０【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42671883/42671883.21055008.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42671883/42671883.21055008.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42671883/42671883.21055008"")",2023-08-26T14:00:00+09:00,sm42671883,"Dict{String, Any}(""view"" => 55231, ""like"" => 3717, ""comment"" => 1454, ""mylist"" => 202)",【アーマードコア6】ゆかりは闘争を求める #1【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42685679/42685679.5689529.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42685679/42685679.5689529.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42685679/42685679.5689529"")",2023-08-28T21:32:02+09:00,sm42685679,"Dict{String, Any}(""view"" => 14646, ""like"" => 200, ""comment"" => 125, ""mylist"" => 83)",【AC6】オーネスト・ブルートゥ語録【素敵だ…】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42756826/42756826.18487643.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42756826/42756826.18487643.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42756826/42756826.18487643"")",2023-09-13T21:14:02+09:00,sm42756826,"Dict{String, Any}(""view"" => 9687, ""like"" => 491, ""comment"" => 483, ""mylist"" => 25)",【ARMORED CORE VI】茜は闘争を求める【６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42793197/42793197.11042075.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42793197/42793197.11042075.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42793197/42793197.11042075"")",2023-09-22T18:00:00+09:00,sm42793197,"Dict{String, Any}(""view"" => 120, ""like"" => 21, ""comment"" => 76, ""mylist"" => 1)",【ゆっくり実況】古参傭兵が往くルビコン戦記 part26【ACⅥ】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790226/42790226.1066707.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790226/42790226.1066707.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790226/42790226.1066707"")",2023-09-21T20:05:00+09:00,sm42790226,"Dict{String, Any}(""view"" => 341, ""like"" => 39, ""comment"" => 40, ""mylist"" => 1)",【アーマードコア6】ずんだもん何を求めるん？　その27【ずんだもん実況プレイ】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42736340/42736340.24239062.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42736340/42736340.24239062.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42736340/42736340.24239062"")",2023-09-09T17:05:00+09:00,sm42736340,"Dict{String, Any}(""view"" => 39845, ""like"" => 764, ""comment"" => 1737, ""mylist"" => 33)",「621、ラスティ君とは仲良く遊びなさい」 #9【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42687807/42687807.44425214.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42687807/42687807.44425214.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42687807/42687807.44425214"")",2023-08-30T14:00:00+09:00,sm42687807,"Dict{String, Any}(""view"" => 32529, ""like"" => 2440, ""comment"" => 1176, ""mylist"" => 54)",【アーマードコア6】ゆかりは闘争を求める #3【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42787798/42787798.12985084.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42787798/42787798.12985084.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42787798/42787798.12985084"")",2023-09-20T22:27:02+09:00,sm42787798,"Dict{String, Any}(""view"" => 978, ""like"" => 31, ""comment"" => 4, ""mylist"" => 4)",アーキバス企業CM(30秒)アーキ坊やのテーマ編
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42773360/42773360.83636468.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42773360/42773360.83636468.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42773360/42773360.83636468"")",2023-09-20T18:00:00+09:00,sm42773360,"Dict{String, Any}(""view"" => 1167, ""like"" => 130, ""comment"" => 61, ""mylist"" => 7)",【ARMORED CORE VI】アーマードコンテナミサイル＝マキ　ミサイル対決編【弦巻マキ】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42704777/42704777.27321941.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42704777/42704777.27321941.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42704777/42704777.27321941"")",2023-09-02T18:00:00+09:00,sm42704777,"Dict{String, Any}(""view"" => 35862, ""like"" => 3491, ""comment"" => 1601, ""mylist"" => 48)",【アーマードコア6】ゆかりは闘争を求める #5【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42750168/42750168.46678821.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42750168/42750168.46678821.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42750168/42750168.46678821"")",2023-09-12T00:25:02+09:00,sm42750168,"Dict{String, Any}(""view"" => 343, ""like"" => 35, ""comment"" => 18, ""mylist"" => 3)",【アマコアMAD】621マン
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42793015/42793015.41996505.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42793015/42793015.41996505.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42793015/42793015.41996505"")",2023-09-22T18:00:00+09:00,sm42793015,"Dict{String, Any}(""view"" => 104, ""like"" => 15, ""comment"" => 83, ""mylist"" => 1)",【アーマードコア6】エンジェル茜ちゃん「今、ルビコンに居ます！」part12【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794549/42794549.55475419.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794549/42794549.55475419.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794549/42794549.55475419"")",2023-09-22T20:00:00+09:00,sm42794549,"Dict{String, Any}(""view"" => 98, ""like"" => 16, ""comment"" => 49, ""mylist"" => 3)",【AC6】ゆかマキのアーマードコアⅥ　#4　ウォッチポイント襲撃　スッラ戦 【弦巻マキ実況プレイ／結月ゆかり実況プレイ／VOICEROID実況プレイ/ゆかマキ実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42695308/42695308.7245572.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42695308/42695308.7245572.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42695308/42695308.7245572"")",2023-08-31T14:00:00+09:00,sm42695308,"Dict{String, Any}(""view"" => 33308, ""like"" => 3070, ""comment"" => 1092, ""mylist"" => 56)",【アーマードコア6】ゆかりは闘争を求める #4【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42772292/42772292.89037640.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42772292/42772292.89037640.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42772292/42772292.89037640"")",2023-09-17T18:00:00+09:00,sm42772292,"Dict{String, Any}(""view"" => 1304, ""like"" => 100, ""comment"" => 21, ""mylist"" => 26)",アーマードコア６ルビコン解放戦線トレーラー(エースコンバット６風)
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42722165/42722165.8581809.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42722165/42722165.8581809.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42722165/42722165.8581809"")",2023-09-05T18:00:00+09:00,sm42722165,"Dict{String, Any}(""view"" => 29361, ""like"" => 810, ""comment"" => 1805, ""mylist"" => 44)",【アーマード・コアⅥ】『ルビコニアンデスワーム戦』ほぼ近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その12
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42712591/42712591.57258878.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42712591/42712591.57258878.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42712591/42712591.57258878"")",2023-09-05T18:00:00+09:00,sm42712591,"Dict{String, Any}(""view"" => 26516, ""like"" => 2256, ""comment"" => 1038, ""mylist"" => 49)",【アーマードコア6】ゆかりは闘争を求める #6【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42718051/42718051.60674827.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42718051/42718051.60674827.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42718051/42718051.60674827"")",2023-09-04T18:00:00+09:00,sm42718051,"Dict{String, Any}(""view"" => 30239, ""like"" => 716, ""comment"" => 1534, ""mylist"" => 31)",【アーマード・コアⅥ】『？？？？？戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その11
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42725699/42725699.99194696.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42725699/42725699.99194696.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42725699/42725699.99194696"")",2023-09-06T18:30:00+09:00,sm42725699,"Dict{String, Any}(""view"" => 7771, ""like"" => 501, ""comment"" => 151, ""mylist"" => 13)",【AC6】グレキャと勢いでゴリ押す強化人間ゆかりvs〇〇〇〇
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42788233/42788233.4458401.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42788233/42788233.4458401.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42788233/42788233.4458401"")",2023-09-21T09:00:00+09:00,sm42788233,"Dict{String, Any}(""view"" => 673, ""like"" => 72, ""comment"" => 225, ""mylist"" => 2)",【ARMORED CORE Ⅵ】待ち望んだロボゲーをやろう会_Part28
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743164/42743164.31265798.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743164/42743164.31265798.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743164/42743164.31265798"")",2023-09-10T18:00:00+09:00,sm42743164,"Dict{String, Any}(""view"" => 21994, ""like"" => 668, ""comment"" => 1179, ""mylist"" => 24)",【アーマード・コアⅥ】『ラスティ戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その17
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42675483/42675483.93788627.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42675483/42675483.93788627.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42675483/42675483.93788627"")",2023-08-28T14:00:00+09:00,sm42675483,"Dict{String, Any}(""view"" => 37880, ""like"" => 3144, ""comment"" => 1828, ""mylist"" => 52)",【アーマードコア6】ゆかりは闘争を求める #2【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42688555/42688555.6040630.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42688555/42688555.6040630.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42688555/42688555.6040630"")",2023-08-29T18:00:00+09:00,sm42688555,"Dict{String, Any}(""view"" => 30957, ""like"" => 1051, ""comment"" => 1357, ""mylist"" => 29)",【アーマード・コアⅥ】『バルテウス戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その5
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42768082/42768082.90797146.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42768082/42768082.90797146.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42768082/42768082.90797146"")",2023-09-16T15:00:00+09:00,sm42768082,"Dict{String, Any}(""view"" => 1204, ""like"" => 54, ""comment"" => 73, ""mylist"" => 3)",【アーマードコア6】自分をオールマインドだと思いこんでいる京町セイカ
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42674903/42674903.23900131.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42674903/42674903.23900131.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42674903/42674903.23900131"")",2023-08-26T18:00:00+09:00,sm42674903,"Dict{String, Any}(""view"" => 26102, ""like"" => 939, ""comment"" => 631, ""mylist"" => 21)",【アーマード・コアⅥ】近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その2
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42769642/42769642.7254393.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42769642/42769642.7254393.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42769642/42769642.7254393"")",2023-09-16T21:30:00+09:00,sm42769642,"Dict{String, Any}(""view"" => 12825, ""like"" => 583, ""comment"" => 846, ""mylist"" => 29)",【AC6】#3 自分の事を東北きりたんだと思い込みながらアーマードコア6を遊びます【Seiren Voice実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42672534/42672534.93939935.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42672534/42672534.93939935.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42672534/42672534.93939935"")",2023-08-26T17:05:00+09:00,sm42672534,"Dict{String, Any}(""view"" => 69556, ""like"" => 1443, ""comment"" => 2410, ""mylist"" => 136)",【強化人間タニムラ出撃！】アーマードコア６が想像以上に楽しすぎて脳が溶けるわｗ #1
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42682946/42682946.10655426.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42682946/42682946.10655426.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42682946/42682946.10655426"")",2023-08-28T20:00:00+09:00,sm42682946,"Dict{String, Any}(""view"" => 107709, ""like"" => 2891, ""comment"" => 801, ""mylist"" => 157)",【アーマードコア６】ナニカサレタずんちゃん＃０１【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42724360/42724360.1944857.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42724360/42724360.1944857.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42724360/42724360.1944857"")",2023-09-06T17:05:00+09:00,sm42724360,"Dict{String, Any}(""view"" => 44389, ""like"" => 788, ""comment"" => 1894, ""mylist"" => 28)",弱点を無視して「カタフラクト」を殴り続ける男 #8【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42725761/42725761.17746358.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42725761/42725761.17746358.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42725761/42725761.17746358"")",2023-09-08T20:00:00+09:00,sm42725761,"Dict{String, Any}(""view"" => 32263, ""like"" => 1901, ""comment"" => 597, ""mylist"" => 37)",【アーマードコア６】ナニカサレタずんちゃん＃０７【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42737229/42737229.55396765.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42737229/42737229.55396765.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42737229/42737229.55396765"")",2023-09-09T18:00:00+09:00,sm42737229,"Dict{String, Any}(""view"" => 21427, ""like"" => 670, ""comment"" => 1026, ""mylist"" => 18)",【アーマード・コアⅥ】近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その16
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42684486/42684486.81764498.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42684486/42684486.81764498.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42684486/42684486.81764498"")",2023-08-28T18:00:00+09:00,sm42684486,"Dict{String, Any}(""view"" => 22772, ""like"" => 702, ""comment"" => 946, ""mylist"" => 13)",【アーマード・コアⅥ】『ジャガーノート戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その4
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42751891/42751891.77100406.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42751891/42751891.77100406.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42751891/42751891.77100406"")",2023-09-12T18:30:00+09:00,sm42751891,"Dict{String, Any}(""view"" => 4788, ""like"" => 343, ""comment"" => 238, ""mylist"" => 3)",【AC6】爆発とパイルで人類を救う強化人間ゆかりvs　・
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42738839/42738839.93166669.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42738839/42738839.93166669.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42738839/42738839.93166669"")",2023-09-09T20:00:00+09:00,sm42738839,"Dict{String, Any}(""view"" => 40884, ""like"" => 2149, ""comment"" => 751, ""mylist"" => 40)",【アーマードコア６】ナニカサレタずんちゃん＃０８【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42784677/42784677.19278015.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42784677/42784677.19278015.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42784677/42784677.19278015"")",2023-09-20T02:02:02+09:00,sm42784677,"Dict{String, Any}(""view"" => 1661, ""like"" => 46, ""comment"" => 98, ""mylist"" => 0)",アーマードコア6 NG Any% RTA 2:09:03(IGT1:55:25)　Part2/6
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42692480/42692480.88429599.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42692480/42692480.88429599.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42692480/42692480.88429599"")",2023-08-30T18:00:00+09:00,sm42692480,"Dict{String, Any}(""view"" => 22797, ""like"" => 735, ""comment"" => 754, ""mylist"" => 15)",【アーマード・コアⅥ】『スマートクリーナー戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その6
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42759112/42759112.2814221.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42759112/42759112.2814221.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42759112/42759112.2814221"")",2023-09-14T18:00:00+09:00,sm42759112,"Dict{String, Any}(""view"" => 6662, ""like"" => 724, ""comment"" => 929, ""mylist"" => 18)",【ARMORED CORE VI】紲星あかりの名前のない実況【A.I.VOICE実況プレイ】part06
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42773750/42773750.54319818.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42773750/42773750.54319818.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42773750/42773750.54319818"")",2023-09-17T19:00:00+09:00,sm42773750,"Dict{String, Any}(""view"" => 6226, ""like"" => 385, ""comment"" => 490, ""mylist"" => 11)",アーマードコア6をねっとりプレイ 第13話
